price,rating,title
$12.74,4.7 out of 5 stars,['The Wisdom of Sundays: Life-Changing Insights from Super Soul Conversations']
$12.74,4.6 out of 5 stars,"[""The Blue Zones, Second Edition: 9 Lessons for Living Longer From the People Who've Lived the Longest""]"
$0.00,4.5 out of 5 stars,['How to Talk to Anyone: 92 Little Tricks for Big Success in Relationships']
$13.99,4.7 out of 5 stars,['The Sophia Code: A Living Transmission from The Sophia Dragon Tribe']
$13.99,4.7 out of 5 stars,['The Doors of Perception and Heaven and Hell']
$12.45,4.8 out of 5 stars,['Death; An Inside Story: A book for all those who shall die']
$19.49,4.8 out of 5 stars,"['Stories That Stick: How Storytelling Can Captivate Customers, Influence Audiences, and Transform Your Business']"
$19.49,4.6 out of 5 stars,"['The ACT Deck (55 Acceptance & Commitment Therapy Practices to Build Connection, Find Focus and Reduce Stress)']"
$17.65,4.1 out of 5 stars,['The Complete Illustrated Kama Sutra']
$17.65,4.5 out of 5 stars,"['The 5 Second Journal: The Best Daily Journal and Fastest Way to Slow Down, Power Up, and Get Sh*t Done']"
$18.62,4.7 out of 5 stars,['One Decision: The First Step to a Better Life']
$19.82,4.6 out of 5 stars,"[""WOMEN DON'T OWE YOU PRETTY /ANGLAIS""]"
$19.99,4.9 out of 5 stars,"['NIV, Artisan Collection Bible for Girls, Cloth over Board, Multi-color, Art Gilded Edges, Red Letter, Comfort Print']"
$17.49,4.8 out of 5 stars,['Skincare: The ultimate no-nonsense guide and Sunday Times No. 1 best-seller.']
$12.99,4.8 out of 5 stars,['Me and White Supremacy: A Guided Journal: The Official Companion to the New York Times Bestselling Book Me and White Supremacy']
$8.49,4.8 out of 5 stars,"['Be Still and Know: 365 Daily Devotions (Imitation/Faux Leather) – Motivational Devotionals for People of All Ages, Perfect Gift for Friends, Family, Birthdays, Holidays, and More']"
$13.89,4.7 out of 5 stars,['Wild Things: The Art of Nurturing Boys']
$13.24,4.8 out of 5 stars,['Unlocking the Code of the Supernatural: The Secret to God’s Power in You']
$19.99,4.9 out of 5 stars,"[""Prevail: 365 Days of Enduring Strength from God's Word""]"
$19.99,4.9 out of 5 stars,"['Creative God, Colorful Us']"
$9.15,4.7 out of 5 stars,['The Prayer Box (A Carolina Heirlooms Novel)']
$20.49,4.8 out of 5 stars,"[""Believer's Bible Commentary: Second Edition""]"
$13.59,4.8 out of 5 stars,['Suffering Is Never for Nothing']
$12.84,4.7 out of 5 stars,['Till We Have Faces: A Myth Retold']
$11.99,4.8 out of 5 stars,"['How (Not) to Read the Bible: Making Sense of the Anti-women, Anti-science, Pro-violence, Pro-slavery and Other Crazy-Sounding Parts of Scripture']"
$11.99,4.9 out of 5 stars,['The Story of Jesus (Little Golden Book)']
$11.99,4.7 out of 5 stars,['The End Times in Chronological Order: A Complete Overview to Understanding Bible Prophecy']
$12.99,4.8 out of 5 stars,"['Braver, Stronger, Smarter: A Girl’s Guide to Overcoming Worry & Anxiety']"
$16.99,4.8 out of 5 stars,"[""Gideon - Bible Study Book: Your Weakness. God's Strength.""]"
$24.35,4.8 out of 5 stars,"['NIV, Journal the Word Bible for Girls, Double-Column, Hardcover, Pink, Magnetic Closure, Red Letter, Comfort Print: Reflect, Take Notes, or Create Art Next to Your Favorite Verses']"
$10.79,4.7 out of 5 stars,['Jesus Rose for Me: The True Story of Easter']
$22.94,4.8 out of 5 stars,"['KJV Holy Bible, My Promise Bible, White and Pink Hardcover Journaling Bible w/Ribbon Marker, 500 Scripture Illustrations to Color, King James Version']"
$11.72,4.8 out of 5 stars,['How to Pray: A Simple Guide for Normal People']
$0.00,4.4 out of 5 stars,"[""Corrupt (Devil's Night Book 1)""]"
$23.79,4.9 out of 5 stars,"['KJV Holy Bible, My Creative Bible, Pink Hardcover Faux Leather Journaling Bible w/Ribbon Marker, 400 Scripture Illustrations to Color, King James Version']"
$4.99,4.8 out of 5 stars,['3-Minute Devotions for Boys: 90 Exciting Readings for Men Under Construction']
$14.99,4.7 out of 5 stars,['Wedding Station (A John Russell WWII Spy Thriller Book 7)']
$13.96,4.4 out of 5 stars,"['Japanese Coloring Book: Over 300 Coloring Pages for Adults & Teens with Japan Lovers Themes Such As Dragons, Castle, Koi Carp Fish Tattoo Designs and More!']"
$0.00,4.9 out of 5 stars,"['Penitent: Bequin: Warhammer 40,000, Book 2']"
$0.00,4.5 out of 5 stars,['The Once and Future Witches']
$13.49,4.7 out of 5 stars,"['Solo Leveling, Vol. 1 (novel) (Solo Leveling (novel), 1)']"
$0.00,4.5 out of 5 stars,['American Gods [TV Tie-In]']
$0.00,4.7 out of 5 stars,"[""F is for FART: A rhyming ABC children's book about farting animals""]"
$2.99,4.2 out of 5 stars,['The Dancing Girls: An absolutely gripping crime thriller with nail-biting suspense (Detective Jo Fournier Book 1)']
$9.99,4.5 out of 5 stars,['The Last Train to Key West']
$20.49,4.8 out of 5 stars,['The Lost Soul']
$89.99,4.8 out of 5 stars,"['Vampire Diaries Complete Collection 13 Books Set by L. J. Smith (The Awakening, The Return, The Hunters & The Salvation)']"
$89.99,4.5 out of 5 stars,['Waiting for the Moon: A Novel']
$89.99,4.7 out of 5 stars,['Graveyard Book']
$22.49,4.9 out of 5 stars,['The Great Gatsby and Other Works (Leather-bound Classics)']
$13.79,4.5 out of 5 stars,['This Is Happiness']
$9.79,4.7 out of 5 stars,['Snow Falling']
$9.79,4.7 out of 5 stars,['The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones']
$0.00,4.6 out of 5 stars,"['The Evening and the Morning: Kingsbridge, Book 4']"
$11.63,4.2 out of 5 stars,['Sharks in the Time of Saviors']
$11.63,4.8 out of 5 stars,['Complete Works of William Shakespeare (Leather-bound Classics)']
,4.9 out of 5 stars,['To Die for the People']
$21.66,,['Finding the Mother Tree: Discovering the Wisdom of the Forest']
$0.00,4.5 out of 5 stars,['Killing Jesus: A History']
$0.00,4.6 out of 5 stars,['Different Mirror: A History Of Multicultural America']
$15.49,4.8 out of 5 stars,['Finish the Fight!: The Brave and Revolutionary Women Who Fought for the Right to Vote']
$11.66,4.5 out of 5 stars,['U.S. Army Guerrilla Warfare Handbook']
$5.99,4.9 out of 5 stars,['What Was the Great Depression?']
$18.00,4.7 out of 5 stars,"['Red Blood, Black Sand: Fighting Alongside John Basilone from Boot Camp to Iwo Jima']"
$20.45,4.0 out of 5 stars,"['Speak, Okinawa: A Memoir']"
$24.90,4.6 out of 5 stars,"[""Midnight in Cairo: The Divas of Egypt's Roaring '20s""]"
$24.90,4.6 out of 5 stars,"[""The Poisoner's Handbook: Murder and the Birth of Forensic Medicine in Jazz Age New York""]"
$0.00,4.5 out of 5 stars,['The Big Goodbye: Chinatown and the Last Years of Hollywood']
$18.95,4.6 out of 5 stars,"[""The Only Award-Winning English Translation of Sun Tzu's The Art of War: More Complete and More Accurate""]"
$9.99,4.7 out of 5 stars,['The Book of Extraordinary Facts']
$9.99,4.7 out of 5 stars,['Barbarians at the Gate: The Fall of RJR Nabisco']
$9.99,4.8 out of 5 stars,['Hagakure: The Secret Wisdom of the Samurai']
$23.13,4.7 out of 5 stars,['Revolt Against the Modern World']
$11.95,4.6 out of 5 stars,['The World War 2 Trivia Book: Interesting Stories and Random Facts from the Second World War (Trivia War Books) (Volume 1)']
$29.00,4.6 out of 5 stars,['JFK and the Reagan Revolution: A Secret History of American Prosperity']
$29.00,4.7 out of 5 stars,"['84, Charing Cross Road']"
$29.00,4.6 out of 5 stars,['The Complete Dead Sea Scrolls in English: Seventh Edition (Penguin Classics)']
$29.00,4.7 out of 5 stars,"[""The Liberator: One World War II Soldier's 500-Day Odyssey from the Beaches of Sicily to the Gates of Dachau""]"
$29.00,4.8 out of 5 stars,['What Was the Lewis and Clark Expedition?']
$9.00,4.4 out of 5 stars,['The 1619 Project: A Critique']
$25.51,4.9 out of 5 stars,['National Geographic Family Reference Atlas (National Geographic Family Reference Atlas of the World)']
$0.00,4.7 out of 5 stars,"['Sell It Like Serhant: How to Sell More, Earn More, and Become the Ultimate Sales Machine']"
$0.00,4.1 out of 5 stars,['The Book of Help: A Memoir in Remedies']
$16.99,4.6 out of 5 stars,['Cary Grant: A Brilliant Disguise']
$16.99,4.7 out of 5 stars,['The Genius of Birds']
$10.75,4.8 out of 5 stars,"[""Story of a Soul: The Autobiography of St. Therese of Lisieux (the Little Flower) [The Authorized English Translation of Therese's Original Unaltered Manuscripts]""]"
$0.00,4.4 out of 5 stars,['Hill Women: Finding Family and a Way Forward in the Appalachian Mountains']
$20.99,4.5 out of 5 stars,"['What I Talk About When I Talk About Running: A Memoir (Vintage International), Book Cover May Vary']"
$12.99,4.3 out of 5 stars,"['Inheritance: A Memoir of Genealogy, Paternity, and Love']"
$0.00,4.6 out of 5 stars,['I Want to Be Where the Normal People Are']
$22.32,4.8 out of 5 stars,['Supreme Glamour']
$21.19,4.8 out of 5 stars,"[""They Don't Need to Understand: Stories of Hope, Fear, Family, Life, and Never Giving In""]"
$21.19,4.5 out of 5 stars,"[""To Heaven and Back: A Doctor's Extraordinary Account of Her Death, Heaven, Angels, and Life Again: A True Story""]"
$11.99,4.5 out of 5 stars,['Nobody Will Tell You This But Me: A true (as told to me) story']
$25.00,4.1 out of 5 stars,['My Story:Justice in the Wilderness']
$35.49,4.9 out of 5 stars,['Bob Marley: Portrait of the Legend']
$19.49,4.7 out of 5 stars,['I Am Here: The Journey from Fear to Freedom']
$28.49,4.7 out of 5 stars,['Two Peas & Their Pod Cookbook: Favorite Everyday Recipes from Our Family Kitchen']
$28.49,4.3 out of 5 stars,['The Complete Mediterranean Diet (Everything You Need to Know Lose Weight and Lower Your Risk of Heart Disease... with 500 Delicious Recipes)']
$15.95,4.4 out of 5 stars,['The Unofficial ALDI Cookbook: Delicious Recipes Made with Fan Favorites from the Award-Winning Grocery Store']
$22.39,4.8 out of 5 stars,['Essential Pépin: More Than 700 All-Time Favorites from My Life in Food']
$28.07,4.8 out of 5 stars,['Vegetable Simple: A Cookbook']
$25.49,4.8 out of 5 stars,['Wild Sweetness: Recipes Inspired by Nature']
$0.00,4.8 out of 5 stars,"['Cannelle et Vanille: Nourishing, Gluten-Free Recipes for Every Meal and Mood']"
$20.51,4.8 out of 5 stars,['Jenna Rae Cakes and Sweet Treats: Over 100 Recipes for the Modern Baker']
$16.93,3.7 out of 5 stars,['The Complete Keto Guide for Beginners after 50: Cookbook with Tasty & Easy Recipes for a Healthy Life and Losing Weight Quickly. 21 Day Meal Plan to the Ketogenic Diet for Men and Women over 50']
$16.93,4.7 out of 5 stars,['Foraging with Kids: 52 Wild and Free Edibles to Enjoy With Your Children']
$16.93,4.4 out of 5 stars,['Emeril Lagasse Everyday Recipes for the Power AirFryer 360']
$16.93,4.7 out of 5 stars,['Healing With Whole Foods: Asian Traditions and Modern Nutrition (3rd Edition)']
$25.52,4.9 out of 5 stars,['South: Essential Recipes and New Explorations']
$20.49,4.8 out of 5 stars,['Deep Run Roots: Stories and Recipes from My Corner of the South']
$20.49,4.8 out of 5 stars,"[""The New Sotheby's Wine Encyclopedia""]"
$499.86,4.8 out of 5 stars,['Modernist Cuisine: The Art and Science of Cooking']
$31.01,4.8 out of 5 stars,['Bouchon Bakery (The Thomas Keller Library)']
$45.53,4.4 out of 5 stars,"[""La scienza in cucina e l'arte di mangiar bene (Il Segnalibro) (Italian Edition)""]"
$19.99,4.4 out of 5 stars,"[""Carb Manager's Keto Diet Cookbook: The Easiest Way to Lose Weight Fast with 101 Recipes That You Can Track with QR Codes""]"
$18.14,4.8 out of 5 stars,['Antoni in the Kitchen']
$16.99,4.5 out of 5 stars,['The Essential Diet for Diverticulitis: A 3-Stage Nutrition Guide to Manage and Prevent Flare-Ups']
$16.99,4.7 out of 5 stars,['Tasty Dessert: All the Sweet You Can Eat (An Official Tasty Cookbook)']
,4.8 out of 5 stars,['Dungeons & Dragons Acquisitions Incorporated HC (D&D Campaign Accessory Hardcover Book)']
$12.64,4.4 out of 5 stars,['The Sun Down Motel']
$12.64,3.8 out of 5 stars,['Luckiest Girl Alive: A Novel']
$15.29,4.5 out of 5 stars,['Ayn Rand Box Set']
$5.39,4.6 out of 5 stars,['Siddhartha: A Novel']
$5.39,4.8 out of 5 stars,['Animal Farm Illustrated - 75th Anniversary Edition (Penguin Modern Classics)']
$21.99,4.8 out of 5 stars,['Old Abe: A Novel']
$19.69,4.9 out of 5 stars,"[""Trixie and Katya's Guide to Modern Womanhood""]"
$19.69,4.8 out of 5 stars,['Reasons to Vote for Democrats: A Comprehensive Guide']
$19.69,4.7 out of 5 stars,['Understanding Comics: The Invisible Art']
$0.00,4.7 out of 5 stars,['Star Wars: The Rising Storm (The High Republic)']
$0.00,4.8 out of 5 stars,['The Way I Heard It']
$6.76,4.8 out of 5 stars,['1:35AM (Five Nights at Freddy’s: Fazbear Frights #3)']
$14.19,4.8 out of 5 stars,"['The Unapologetic Guide to Black Mental Health: Navigate an Unequal System, Learn Tools for Emotional Wellness, and Get the Help you Deserve']"
$13.99,4.3 out of 5 stars,['The End of Her: A Novel']
$13.99,4.5 out of 5 stars,['American Psycho']
$12.65,4.5 out of 5 stars,['In The Time Of The Butterflies']
$0.00,4.3 out of 5 stars,['Pretty Things: A Novel']
$7.59,4.8 out of 5 stars,['The Help']
$0.00,4.3 out of 5 stars,"[""My Grandmother Asked Me to Tell You She's Sorry: A Novel""]"
$14.99,4.9 out of 5 stars,['Bloodless']
$14.19,4.7 out of 5 stars,['Only Love is Real']
$14.88,4.5 out of 5 stars,"['101 Dog Tricks: Step by Step Activities to Engage, Challenge, and Bond with Your Dog (Dog Tricks and Training, 1)']"
$11.69,4.5 out of 5 stars,"['The Ultimate Fun Book for Couples: 60 Exciting and Lighthearted Quizzes, Games, and Challenges to Bring You Closer Than Ever']"
$11.69,4.4 out of 5 stars,['American Royals']
$21.21,4.5 out of 5 stars,['How to Prepare for Climate Change: A Practical Guide to Surviving the Chaos']
$0.00,4.8 out of 5 stars,['The Laws of Human Nature']
$15.50,4.7 out of 5 stars,"['Quiérete ¡ Y MUCHO!: 30 Días para aumentar tu autoestima. Cómo superar la baja autoestima, la ansiedad, el estrés, la inseguridad y la duda en ti mismo (Spanish Edition)']"
$15.50,4.6 out of 5 stars,['The Designing Your Life Workbook: A Framework for Building a Life You Can Thrive In']
$15.50,4.7 out of 5 stars,['Affirmators! Original Deck 50 Affirmation Cards to Help You Help Yourself - Without the Self-Helpy-Ness!']
$11.19,5.0 out of 5 stars,['Stranger Planet (Strange Planet Series)']
$15.99,4.8 out of 5 stars,['Becoming Better Grownups: Rediscovering What Matters and Remembering How to Fly']
$16.99,4.5 out of 5 stars,['The Feeling Good Handbook']
$11.69,4.8 out of 5 stars,"['The Invisible String Workbook: Creative Activities to Comfort, Calm, and Connect']"
$15.29,4.8 out of 5 stars,['Trauma and Recovery: The Aftermath of Violence--From Domestic Abuse to Political Terror']
$30.34,4.8 out of 5 stars,"['Final Gifts: Understanding the Special Awareness, Needs, and Communications of the Dying']"
$30.34,4.6 out of 5 stars,['Running on Empty: Overcome Your Childhood Emotional Neglect']
$14.26,4.8 out of 5 stars,['Our Daily Bread for Kids: 365 Meaningful Moments with God']
$0.00,4.7 out of 5 stars,['Pussy: A Reclamation']
$15.99,4.7 out of 5 stars,"[""Esther: It's Tough Being a Woman""]"
$15.99,4.5 out of 5 stars,['A Colorful Easter (Peter Cottontail)']
$16.99,4.5 out of 5 stars,"[""Don't Drop the Mic: The Power of Your Words Can Change the World""]"
$26.34,4.9 out of 5 stars,"['NRSV, Catholic Bible, Standard Personal Size, Leathersoft, Black, Comfort Print: Holy Bible']"
$26.34,4.7 out of 5 stars,['The Love Dare Day by Day: A Year of Devotions for Couples']
$26.34,4.8 out of 5 stars,"['The CSB Study Bible For Women, Teal Flowers LeatherTouch, Indexed']"
$25.91,4.8 out of 5 stars,"['Holy Bible, Giant Print NLT (Red Letter, Imitation Leather, Black)']"
$25.06,4.9 out of 5 stars,"['ESV Holy Bible, My Creative Bible For Girls, Purple Glitter Cloth Hardcover Bible w/Ribbon Marker, Illustrated Coloring, Journaling and Devotional Bible, English Standard Version']"
$14.44,4.8 out of 5 stars,['Exorcism: The Battle Against Satan and His Demons']
$14.44,4.9 out of 5 stars,"['Jesus Calling: Enjoying Peace in His Presence, large text cloth botanical, with full Scriptures']"
$14.44,4.9 out of 5 stars,"['RVR 1960 Biblia de Estudio Arco Iris, multicolor, tapa dura (Spanish Edition)']"
$12.99,4.8 out of 5 stars,"['365 Days of Prayer for Men (Faux Leather) – Guided Prayers for Men, Perfect Gift for Husbands, Fathers, or other Special Men in your Life']"
$26.49,4.6 out of 5 stars,['Theology of Home: Finding the Eternal in the Everyday']
$26.49,4.8 out of 5 stars,['Battlefield of the Mind Study Guide: Winning The Battle in Your Mind']
$1.99,4.8 out of 5 stars,['He Chose the Nails']
$1.99,4.8 out of 5 stars,"['The Cartel Deluxe Edition, Part 2: Books 4 and 5']"
$17.99,4.9 out of 5 stars,"[""I Hear His Whisper: Encounter God's Heart for You, 365 Daily Devotions (The Passion Translation) (Imitation Leather) – Daily Messages of God's Love, ... Family, Birthdays, Holidays, and More.""]"
$6.95,5.0 out of 5 stars,['Happy Easter Cut and Paste Workbook for Preschool: Coloring and Cutting Kids Activity Book Easter Basket Stuffer']
$21.60,5.0 out of 5 stars,['Simple and Free: 7 Experiments Against Excess']
$21.60,4.8 out of 5 stars,['Having a Mary Heart in a Martha World: Finding Intimacy With God in the Busyness of Life']
$21.60,4.7 out of 5 stars,['The Way of Zen']
,4.9 out of 5 stars,['Aircraft: The Definitive Visual History']
$58.99,4.8 out of 5 stars,"['American History, Combined Edition: 1492 - Present']"
$10.79,4.6 out of 5 stars,['God and the Pandemic: A Christian Reflection on the Coronavirus and Its Aftermath']
$10.79,4.6 out of 5 stars,"[""George Washington's Secret Six: The Spy Ring That Saved the American Revolution""]"
$10.79,4.6 out of 5 stars,['A History of the World in 6 Glasses']
$0.00,4.7 out of 5 stars,['Lincoln on the Verge: Thirteen Days to Washington']
$16.99,4.5 out of 5 stars,['Dirty Gold: The Rise and Fall of an International Smuggling Ring']
$16.99,4.6 out of 5 stars,['The Origins of American Constitutionalism (Bibliographies in the History of)']
$16.99,4.7 out of 5 stars,"['I Heard You Paint Houses: Frank ""The Irishman"" Sheeran & Closing the Case on Jimmy Hoffa']"
$16.99,4.5 out of 5 stars,['The Noonday Demon']
$16.99,4.7 out of 5 stars,"['NRSV, Cultural Backgrounds Study Bible, Hardcover, Comfort Print: Bringing to Life the Ancient World of Scripture']"
$11.70,4.6 out of 5 stars,['Brief Answers to the Big Questions']
$0.00,4.8 out of 5 stars,['How Europe Underdeveloped Africa']
$33.99,4.8 out of 5 stars,['Designing History: The Extraordinary Art & Style of the Obama White House']
$33.99,4.7 out of 5 stars,['Discourse on Colonialism']
$33.99,4.8 out of 5 stars,"[""Alamo All-Stars (Nathan Hale's Hazardous Tales #6): A Texas Tale (Volume 6)""]"
$33.99,4.6 out of 5 stars,['Twelfth Planet: Book I of the Earth Chronicles (The Earth Chronicles)']
$21.49,4.6 out of 5 stars,['A Shot in the Moonlight: How a Freed Slave and a Confederate Soldier Fought for Justice in the Jim Crow South']
$21.49,4.8 out of 5 stars,['States and Capitals (Flash Kids Flash Cards)']
$21.49,4.8 out of 5 stars,['Lincoln on Leadership: Executive Strategies for Tough Times']
$9.79,4.8 out of 5 stars,['By George G. M. James: Stolen Legacy: Greek Philosophy is Stolen Egyptian Philosophy']
$16.45,4.7 out of 5 stars,['Practical Law of Attraction: Align Yourself with the Manifesting Conditions and Successfully Attract Your Desires']
$18.09,4.8 out of 5 stars,"[""Uncovering Greek Mythology: A Beginner's Guide into the World of Greek Gods and Goddesses""]"
$7.99,4.6 out of 5 stars,['The Fifth Risk: Undoing Democracy']
$9.74,4.7 out of 5 stars,['90 Minutes in Heaven: A True Story of Death & Life']
$0.00,4.3 out of 5 stars,"['Guilty Admissions: The Bribes, Favors, and Phonies behind the College Cheating Scandal']"
$26.95,4.7 out of 5 stars,"['The My Guy Club: The Chicago Machine, Mob. Teamsters and the Guv!']"
$0.00,4.7 out of 5 stars,['Wiseguy']
$0.00,4.8 out of 5 stars,['Small Doses']
$0.00,4.8 out of 5 stars,['More Myself: A Journey']
$14.69,4.7 out of 5 stars,['Antiking: Manual para manejar el caos (Spanish Edition)']
$14.69,4.9 out of 5 stars,"[""Evidence Not Seen: A Woman's Miraculous Faith in the Jungles of World War II""]"
$15.75,4.9 out of 5 stars,"['Fear Gone Wild: A Story of Mental Illness, Suicide, and Hope Through Loss']"
$15.99,4.9 out of 5 stars,['Walking Through Fire: A Memoir of Loss and Redemption']
$11.99,4.5 out of 5 stars,['Becoming Duchess Goldblatt']
$4.96,4.1 out of 5 stars,['H Is for Hawk: National Book Critics Circle Award Finalist;Kirkus Prize Shortlist; Andrew Carnegie Award Finalist; Costa Book of the Year; Samuel Johnson Prize']
$17.95,4.7 out of 5 stars,['Ghost Rider: Travels on the Healing Road']
$0.00,4.7 out of 5 stars,['The 50th Law']
$0.00,4.7 out of 5 stars,['Rising Out of Hatred: The Awakening of a Former White Nationalist']
$0.00,4.8 out of 5 stars,['Confess: The Autobiography']
$19.37,4.7 out of 5 stars,['Kid in the Kitchen: 100 Recipes and Tips for Young Home Cooks: A Cookbook']
$19.37,4.8 out of 5 stars,['Dairy Free Keto Cooking: A Nutritional Approach to Restoring Health and Wellness']
$19.50,4.7 out of 5 stars,['The Smitten Kitchen Cookbook: Recipes and Wisdom from an Obsessive Home Cook']
$534.60,4.7 out of 5 stars,['Modernist Bread']
$14.69,3.4 out of 5 stars,"['Weight Watchers Freestyle Cookbook 2021: Affordable Tasty WW Freestyle Recipes to Lose Weight Fast and Never Let It Back, Be Healthy and Have a Happy Lifestyle']"
$8.69,4.7 out of 5 stars,['Cooking Class: 57 Fun Recipes Kids Will Love to Make (and Eat!)']
$14.43,4.8 out of 5 stars,['Fancy AF Cocktails: Drink Recipes from a Couple of Professional Drinkers']
$14.43,4.7 out of 5 stars,['Thug Kitchen 101: Fast as F*ck (Thug Kitchen Cookbooks)']
$18.04,4.6 out of 5 stars,['Quick & Easy Ketogenic Cooking: Meal Plans and Time Saving Paleo Recipes to Inspire Health and Shed Weight']
$18.04,4.8 out of 5 stars,['On Boards: Simple & Inspiring Recipe Ideas to Share at Every Gathering']
$38.24,4.8 out of 5 stars,"[""Fallout: The Vault Dweller's Official Cookbook Gift Set""]"
$38.24,4.6 out of 5 stars,"[""Sweetie Pie's Cookbook: Soulful Southern Recipes, from My Family to Yours""]"
$38.24,4.6 out of 5 stars,"[""Dr. Bernstein's Diabetes Solution: The Complete Guide to Achieving Normal Blood Sugars""]"
$38.24,4.4 out of 5 stars,"['500 15-Minute Low Sodium Recipes: Fast and Flavorful Low-Salt Recipes that Save You Time, Keep You on Track, and Taste Delicious']"
$6.95,4.7 out of 5 stars,['French Grammar (Quickstudy: Academic)']
$6.95,4.8 out of 5 stars,['Institut Paul Bocuse Gastronomique: The definitive step-by-step guide to culinary excellence']
$6.95,4.7 out of 5 stars,"[""Plenty More: Vibrant Vegetable Cooking from London's Ottolenghi [A Cookbook]""]"
$8.49,4.5 out of 5 stars,['Prison Ramen: Recipes and Stories from Behind Bars']
$23.36,4.7 out of 5 stars,['Finding Fire: Cooking at its most elemental']
$33.75,4.7 out of 5 stars,"[""Everyone's Table: Global Recipes for Modern Health""]"
$12.99,4.3 out of 5 stars,['Instant Vortex Air Fryer Cookbook for Beginners: Healthy and Easy Instant Vortex Air Fryer Oven Recipes for Smart people.']
$19.79,5.0 out of 5 stars,"['Just Eat Real Food: 30-Minute Nutrient-Dense Meals for a Healthy, Balanced Life']"
$15.29,4.6 out of 5 stars,"['Super Simple Cooking for Kids: Learn to Cook with 50 Fun and Easy Recipes for Breakfast, Snacks, Dinner, and More!']"
$12.86,4.8 out of 5 stars,['Unfu*k Yourself 2021 Day-to-Day Calendar: Get Out of Your Head and into Your Life']
$0.00,4.7 out of 5 stars,['No Excuses!: The Power of Self-Discipline for Success in Your Life']
$0.00,4.6 out of 5 stars,['The Millionaire Fastlane: Crack the Code to Wealth and Live Rich for a Lifetime']
$14.62,4.6 out of 5 stars,"[""Buddha's Brain: The Practical Neuroscience of Happiness, Love, and Wisdom""]"
$12.12,4.5 out of 5 stars,"[""Allen Carr's Quit Drinking Without Willpower: Be a happy nondrinker (Allen Carr's Easyway)""]"
$13.50,4.7 out of 5 stars,['Dream Life Manifestation Journal with Law of Attraction Crash Course']
$19.69,4.6 out of 5 stars,['Lifetimes: The Beautiful Way to Explain Death to Children']
$19.69,4.5 out of 5 stars,['How to Be Happy (Or at Least Less Sad): A Creative Workbook']
$19.69,4.6 out of 5 stars,"[""The Artist's Way Workbook""]"
$17.06,4.6 out of 5 stars,['Broke Millennial: Stop Scraping By and Get Your Financial Life Together (Broke Millennial Series)']
$0.00,4.5 out of 5 stars,['11-22-63: A Novel']
$15.99,4.8 out of 5 stars,['Everybody Has a Podcast (Except You): A How-to Guide from the First Family of Podcasting']
$6.20,4.4 out of 5 stars,"['Adult Coloring Book Stress Relieving Designs, Animals, Mandalas, Plants, Patterns, Still Life, and So Much More']"
$9.97,4.6 out of 5 stars,['Together Is Better: A Little Book of Inspiration']
$14.87,5.0 out of 5 stars,"['continue: Surviving the darkness, choosing to live.']"
$7.74,4.6 out of 5 stars,['The Wild Edge of Sorrow: Rituals of Renewal and the Sacred Work of Grief']
$14.39,4.7 out of 5 stars,"[""The Empath's Workbook: Practical Strategies for Nurturing Your Unique Gifts and Living an Empowered Life""]"
$14.99,4.5 out of 5 stars,['Nine Lives: A Novel']
$0.00,4.7 out of 5 stars,['Misery']
$8.97,4.9 out of 5 stars,['Harold and the Purple Crayon']
$0.00,4.5 out of 5 stars,"['The Fifth Season: The Broken Earth, Book 1']"
$0.00,4.8 out of 5 stars,['Musashi']
$53.99,4.9 out of 5 stars,['The Walking Dead: Compendium Two']
$53.99,4.6 out of 5 stars,['The Pearl']
$0.00,4.8 out of 5 stars,"['The Way of Kings: The Stormlight Archive, Book 1']"
$15.29,4.8 out of 5 stars,['The Old Man and the Sea: The Hemingway Library Edition']
$17.84,4.7 out of 5 stars,['To Kill a Mockingbird: A Graphic Novel']
$0.00,4.8 out of 5 stars,['Season of Storms']
$13.99,4.4 out of 5 stars,['Blacktop Wasteland: A Novel']
$0.00,4.1 out of 5 stars,['Something in the Water: A Novel']
$0.00,4.8 out of 5 stars,"[""Tiamat's Wrath: The Expanse, Book 8""]"
$0.00,4.7 out of 5 stars,['Go Tell It on the Mountain (Vintage International)']
$23.79,4.8 out of 5 stars,['The Book of Yokai: Mysterious Creatures of Japanese Folklore']
$3.99,4.4 out of 5 stars,['Unfaithful: An unputdownable and absolutely gripping psychological thriller']
$12.33,4.5 out of 5 stars,['Red Tent']
$13.01,4.8 out of 5 stars,['The Oracle: The Jubilean Mysteries Unveiled']
$13.01,4.8 out of 5 stars,['The Sermon on the Mount: The Key to Success in Life']
$13.01,4.9 out of 5 stars,"['NKJV, Adventure Bible, Leathersoft, Blue, Full Color']"
$14.99,4.9 out of 5 stars,['No More Excuses: A 90-Day Devotional for Men']
$14.99,4.9 out of 5 stars,"['NIV, Celebrate Recovery Study Bible']"
$24.95,4.8 out of 5 stars,['The Anti-Mary Exposed: Rescuing the Culture from Toxic Femininity']
$8.49,4.9 out of 5 stars,['Doodle Devotions for Girls']
$15.19,4.9 out of 5 stars,"['Is It Just Me?: Learning to Trust God in the Middle of Hurts, Doubts, and Fears']"
$7.18,4.9 out of 5 stars,"['Good Night, God - Lift-a-Flap Board Book Gift for Easter Basket Stuffer, Christmas, Baptism, Birthdays Ages 1-5 (Little Sunbeams)']"
